provider_id,npi,first_name,last_name,credential,full_name,primary_specialty,practice_address_line1,practice_address_line2,practice_city,practice_state,practice_zip,practice_phone,mailing_address_line1,mailing_address_line2,mailing_city,mailing_state,mailing_zip,license_number,license_state,license_expiration,accepting_new_patients,board_certified,years_in_practice,medical_school,residency_program,last_updated,taxonomy_code
PR_00338,8342016545,Li,Johnson,DO PhD,"Li Johnson, DO PhD",Gastroenterology,2886 Fifth Ave,Suite 183,Queens,NY,10002,(646) 403-6722,2886 Fifth Ave,Suite 183,Queens,NY,10002,060NY846802,NY,2025-07-13,No,False,31,Yale School of Medicine,Mayo Clinic,2024-09-11,258624154X
PR_00339,0272751649,Patricia,Wang,DO PhD,"Patricia Wang, DO PhD",Radiology,9190 Pico Blvd,,San Jose,CA,90002,(323) 939-1060,9190 Pico Blvd,,San Jose,CA,90002,A28955,CA,2024-10-25,No,True,29,University of Michigan Medical School,Johns Hopkins Hospital,2025-08-15,229343051X
PR_00340,5044817765,Maria,Gonzalez,DO PhD,"Maria Gonzalez, DO PhD",Pathology,2722 Pico Blvd,,Oakland,CA,90004,(213) 560-6770,2722 Pico Blvd,,Oakland,CA,90004,A99080,CA,2023-01-30,Unknown,False,34,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-04,261582256X
PR_00341,1111096170,Linda,White,DO,"Linda White, DO",Urology,2665 York Ave,Suite 775,Yonkers,NY,11202,818  969.9924,2665 York Ave,Suite 775,Yonkers,NY,11202,060NY558745,NY,2024-08-03,Yes,False,33,University of Michigan Medical School,Massachusetts General Hospital,2024-09-26,238910317X
PR_00342,6053844441,Li,Clark,DO,"Li Clark, DO",Gastroenterology,7449 York Ave,Suite 580,Yonkers,NY,10002,(213) 889-4957,7449 York Ave,Suite 580,Yonkers,NY,10002,060NY467645,NY,2025-08-08,Yes,False,3,Harvard Medical School,Massachusetts General Hospital,2025-06-16,250251887X
PR_00343,5826312818,Wei,Singh,MD PhD,"Wei Singh, MD PhD",Oncology,9375 Second Ave,,Bronx,NY,14201,(626) 790-7422,6445 Broadway,,Yonkers,NY,10003,060NY509376,NY,2023-12-22,Unknown,False,36,Johns Hopkins School of Medicine,UCLA Medical Center,2025-05-21,212516397X
PR_00344,2752334387,David,Johnson,DO PhD,"David Johnson, DO PhD",Family Medicine,9721 Madison Avenue,,New York,NY,14202,(917) 943-7194,9721 Madison Ave,,New York,NY,14202,060NY182598,NY,2025-02-22,No,True,18,Stanford University School of Medicine,Mayo Clinic,2024-10-16,203105908X
PR_00345,7136657225,Rajesh,Zhang,MD,"Rajesh Zhang, MD",Pediatrics,9764 Fifth Ave,Suite 284,Brooklyn,NY,10003,(347) 210-3927,8098 Third Ave,Suite 914,Bronx,NY,11202,060NY123023,NY,2025-04-27,Unknown,True,8,NYU Grossman School of Medicine,UCLA Medical Center,2024-12-29,282410355X
PR_00346,5130523124,Karen,Sharma,MD,"Karen Sharma, MD",Endocrinology,4170 Fifth Ave,Suite 123,Bronx,NY,14202,(347) 480-8890,4170 Fifth Ave,Suite 123,Bronx,NY,14202,060NY897925,NY,2023-11-09,Yes,True,23,Yale School of Medicine,NewYork-Presbyterian Hospital,2025-01-06,266545378X
PR_00347,6945919661,Linda,Kumar,DO PhD,"Linda Kumar, DO PhD",Pulmonology,4098 Sunset Blvd,,San Jose,CA,90005,(917) 780-6782,9627 Melrose Ave,,San Francisco,CA,90004,A73941,CA,2025-06-06,No,True,29,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-12-15,233965629X
PR_00348,1355251058,Sarah,Clark,MD PhD,"Sarah Clark, MD PhD",Psychiatry,8692 Beverly Dr,Suite 928,Oakland,CA,90001,(818) 211-6388,8692 Beverly Dr,Suite 928,Oakland,CA,90001,A34368,CA,2025-01-02,Yes,False,37,NYU Grossman School of Medicine,Cleveland Clinic,2024-11-19,208889930X
PR_00349,6655330774,Jennifer,Jackson,DO,"Jennifer Jackson, DO",Otolaryngology,1687 York Ave,,Buffalo,NY,14202,2124817901,1687 York Ave,,Buffalo,NY,14202,060NY803956,NY,2023-06-03,Yes,True,29,Johns Hopkins School of Medicine,UCLA Medical Center,2024-11-04,251386266X
PR_00350,6445561850,Joseph,Wang,MD,"Joseph Wang, MD",Cardiology,9434 Broadway,Suite 512,Syracuse,NY,10005,(310) 827-1771,8741 York Ave,,New York,NY,11201,060NY172827,NY,2025-08-20,No,False,30,UCSF School of Medicine,Johns Hopkins Hospital,2025-02-23,282943469X
PR_00351,3580040108,James,Johnson,DO,"James Johnson, DO",Pediatrics,171 Madison Ave,,Brooklyn,NY,112**,(347) 276-5320,171 Madison Ave,,Brooklyn,NY,11201,060NY337336,NY,2023-12-15,No,False,18,Johns Hopkins School of Medicine,Mayo Clinic,2024-11-08,261833270X
PR_00352,5731441583,James,Rodriguez,MD PhD,"James Rodriguez, MD PhD",Emergency Medicine,9571 Rodeo Dr,,Santa Ana,CA,90002,(917) 875-4373,9571 Rodeo Dr,,Santa Ana,CA,90002,A72642,CA,2025-09-30,Unknown,True,5,UCSF School of Medicine,Massachusetts General Hospital,2025-05-17,201762024X
PR_00353,7281235676,Priya,Wilson,DO PhD,"Priya Wilson, DO PhD",Anesthesiology,3079 Santa Monica Blvd,Suite 704,San Diego,CA,91001,424  725.4326,3079 Santa Monica Blvd,Suite 704,San Diego,CA,91001,A77361,CA,2024-10-03,No,True,5,Columbia University Vagelos College of Physicians and Surgeons,UCSF Medical Center,2025-06-10,292109063X
PR_00354,6326868503,Charles,Wang,MD,"Charles Wang, MD",Pathology,1756 Central Park West,Suite 571,Brooklyn,NY,10004,(310) 479-7058,469 First Ave,,Albany,NY,11203,060NY224074,NY,2023-06-22,Yes,True,25,UCLA David Geffen School of Medicine,Cleveland Clinic,2025-04-05,225427499X
PR_00355,0094318144,Jennifer,Lopez,MD PhD,"Jennifer Lopez, MD PhD",Cardiology,8088 York Ave,,Yonkers,NY,10002,(917) 835-7628,8088 York Ave,,Yonkers,NY,10002,060NY216478,NY,2024-03-25,No,False,7,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2024-12-23,227609308X
PR_00356,5122572078,William,Wilson,MD PhD,"William Wilson, MD PhD",Orthopedic Surgery,9770 Melrose Ave,Suite 817,Los Angeles,CA,90002,(213) 542-1341,9770 Melrose Ave,Suite 817,Los Angeles,CA,90002,A50019,CA,2024-05-03,Yes,False,5,Johns Hopkins School of Medicine,Massachusetts General Hospital,2024-11-02,247263919X
PR_00357,8221145778,Barbara,Zhang,MD,"Barbara Zhang, MD",Endocrinology,4056 First Ave,,Brooklyn,NY,10001,818  559.9940,4056 First Ave,,Brooklyn,NY,10001,060NY404777,NY,2024-04-12,No,False,17,NYU Grossman School of Medicine,Mount Sinai Hospital,2025-08-27,247328711X
PR_00358,7039653136,Charles,Perez,DO PhD,"Charles Perez, DO PhD",Pathology,8509 Central Park West,,New York,NY,10003,(213) 854-2768,8509 Central Park West,,New York,NY,10003,060NY791396,NY,2023-10-18,No,False,34,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2024-09-20,246821190X
PR_00359,7954107272,Mohammed,Perez,DO PhD,"Mohammed Perez, DO PhD",Gastroenterology,4527 Lexington Ave,,Bronx,NY,10001,(626) 353-9571,4527 Lexington Ave,,Bronx,NY,10001,060NY974692,NY,2023-09-09,No,True,20,UCSF School of Medicine,NewYork-Presbyterian Hospital,2025-07-31,239557552X
PR_00360,4254882146,John,Robinson,MD,"John Robinson, MD",Internal Medicine,9717 Fifth Ave,,New York,NY,11203,(646) 950-4223,9717 Fifth Ave,,New York,NY,11203,060NY792325,NY,2023-01-02,No,True,19,University of Pennsylvania Perelman School of Medicine,Massachusetts General Hospital,2025-01-03,247597933X
PR_00361,2342683446,Joseph,Harris,DO PhD,"Joseph Harris, DO PhD",Nephrology,1608 Lexington Ave,,Buffalo,NY,14202,7185048555,1608 Lexington Ave,,Buffalo,NY,14202,060NY811902,NY,2024-10-22,Unknown,True,25,UCLA David Geffen School of Medicine,Johns Hopkins Hospital,2025-06-24,270675216X
PR_00362,2943985295,Elizabeth,Lee,MD PhD,"Elizabeth Lee, MD PhD",Pediatrics,7007 First Ave,,Yonkers,NY,11202,(323) 779-5806,7007 First Ave,,Yonkers,NY,11202,060NY127705,NY,2025-05-12,Yes,False,9,UCLA David Geffen School of Medicine,Massachusetts General Hospital,2025-01-09,269525894X
PR_00363,8038287239,Elizabeth,Brown,MD,"Elizabeth Brown, MD",Otolaryngology,1754 Third Ave,,Brooklyn,NY,10005,(626) 855-3535,1754 Third Ave,,Brooklyn,NY,10005,060NY163821,NY,2023-09-06,No,False,1,UCSF School of Medicine,Cleveland Clinic,2025-07-06,209011655X
PR_00364,6723849792,John,Martinez,MD,"John Martinez, MD",Anesthesiology,4051 Park Ave,Suite 617,Brooklyn,NY,11203,(718) 642-3396,4051 Park Ave,Suite 617,Brooklyn,NY,11203,060NY158356,NY,2023-09-07,Unknown,True,12,Johns Hopkins School of Medicine,Cleveland Clinic,2025-06-07,268654380X
PR_00365,7662047194,Maria,Sharma,DO,"Maria Sharma, DO",Cardiology,4752 Lexington Avenue,,Brooklyn,NY,14202,213- 211-5960,4752 Lexington Ave,,Brooklyn,NY,14202,060NY510191,NY,2025-03-01,Yes,False,3,NYU Grossman School of Medicine,Mayo Clinic,2025-01-06,297048177X
PR_00366,2595724468,Elizabeth,Moore,MD,"Elizabeth Moore, MD",Orthopedic Surgery,5862 Ventura Blvd,,San Jose,CA,91001,(718) 860-8925,5862 Ventura Blvd,,San Jose,CA,91001,A77245,CA,2023-05-09,No,False,39,Johns Hopkins School of Medicine,NewYork-Presbyterian Hospital,2025-06-28,293652930X
PR_00367,3126610949,Mary,Zhang,MD PhD,"Mary Zhang, MD PhD",Psychiatry,6616 Fifth Ave,,New York,NY,10001,(718) 238-2194,1582 Columbus Ave,,Brooklyn,NY,11203,060NY599555,NY,2024-10-24,No,False,39,Harvard Medical School,Mayo Clinic,2025-03-22,214450015X
PR_00368,6831901306,Ahmed,Lewis,DO PhD,"Ahmed Lewis, DO PhD",Orthopedic Surgery,9401 York Ave,Suite 548,Bronx,NY,10004,(646) 205-6891,9401 York Ave,Suite 548,Bronx,NY,10004,060NY336450,NY,2024-02-17,No,True,22,Johns Hopkins School of Medicine,Mount Sinai Hospital,2025-05-28,227846793X
PR_00369,8411730981,Sarah,Patel,MD PhD,"Sarah Patel, MD PhD",Dermatology,9154 Madison Ave,,Brooklyn,NY,11203,929- 223-4670,9154 Madison Ave,,Brooklyn,NY,11203,060NY174310,NY,2023-06-10,No,False,25,NYU Grossman School of Medicine,Johns Hopkins Hospital,2025-06-14,238663966X
PR_00370,0056435025,David,Sharma,DO,"David Sharma, DO",Emergency Medicine,8193 Melrose Ave,Suite 814,Oakland,CA,95001,(917) 760-6400,8193 Melrose Ave,Suite 814,Oakland,CA,95001,A86385,CA,2025-08-22,Unknown,True,16,UCSF School of Medicine,Johns Hopkins Hospital,2024-11-18,281873043X
PR_00371,7430003893,Ahmed,Williams,MD PhD,"Ahmed Williams, MD PhD",Gastroenterology,6820 Pico Blvd,,San Diego,CA,94001,(213) 898-1296,684 Wilshire Blvd,,Los Angeles,CA,93001,A95240,CA,2024-12-18,Unknown,False,4,UCLA David Geffen School of Medicine,UCSF Medical Center,2024-09-11,216809078X
PR_00372,9036890035,Linda,Ramirez,DO,"Linda Ramirez, DO",Pediatrics,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,(212) 278-1928,1934 Amsterdam Ave,Suite 547,Rochester,NY,11201,060NY349739,NY,2024-04-20,Yes,False,12,Columbia University Vagelos College of Physicians and Surgeons,Massachusetts General Hospital,2025-03-26,246931572X
PR_00373,7458438452,Karen,Thomas,MD PhD,"Karen Thomas, MD PhD",Psychiatry,6518 First Ave,Suite 656,Brooklyn,NY,10002,8187549248,6518 First Ave,Suite 656,Brooklyn,NY,10002,060NY839513,NY,2025-01-01,Yes,True,23,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-04-12,210528854X
PR_00374,7107044969,Christopher,Rodriguez,DO,"Christopher Rodriguez, DO",Pulmonology,9060 Park Ave,,Brooklyn,NY,11201,(347) 286-1978,9060 Park Ave,,Brooklyn,NY,11201,060NY137609,NY,2024-04-26,No,False,32,Harvard Medical School,UCSF Medical Center,2025-02-18,259595320X
PR_00375,9305966015,Michael,Anderson,DO,"Michael Anderson, DO",Emergency Medicine,7063 York Ave,Suite 881,New York,NY,10005,(323) 597-5709,7063 York Ave,Suite 881,New York,NY,10005,060NY127254,NY,2024-11-19,Unknown,False,28,University of Michigan Medical School,NewYork-Presbyterian Hospital,2025-06-11,251176016X
PR_00376,9454490141,Elizabeth,Thomas,DO,"Elizabeth Thomas, DO",Gastroenterology,4599 Melrose Ave,,San Diego,CA,90004,(424) 876-6259,4599 Melrose Ave,,San Diego,CA,90004,A84852,CA,2025-03-19,No,True,29,UCSF School of Medicine,Massachusetts General Hospital,2025-01-20,201190605X
PR_00377,7232290314,Elizabeth,Williams,MD PhD,"Elizabeth Williams, MD PhD",Emergency Medicine,9120 Park Ave,,Yonkers,NY,10001,626- 239-4018,9035 Third Ave,Suite 884,Brooklyn,NY,11203,060NY924952,NY,2024-07-19,Unknown,False,38,NYU Grossman School of Medicine,Massachusetts General Hospital,2024-11-23,296282120X
PR_00378,6420595568,Joseph,Brown,MD PhD,"Joseph Brown, MD PhD",Pediatrics,265 Beverly Dr,Suite 211,Los Angeles,CA,95001,(626) 583-8711,7272 Wilshire Blvd,Suite 684,San Diego,CA,90004,A58674,CA,2025-05-01,No,True,11,NYU Grossman School of Medicine,Massachusetts General Hospital,2025-04-07,220141148X
PR_00379,0261139896,Fatima,Zhang,MD,"Fatima Zhang, MD",Otolaryngology,3465 Third Ave,,ALBANY,NY,14201,(626) 761-7849,3465 Third Ave,,Albany,NY,14201,060NY325306,NY,2025-02-14,Unknown,True,34,Harvard Medical School,Mount Sinai Hospital,2024-09-30,270390228X
PR_00380,1376515886,Susan,Lewis,MD PhD,"Susan Lewis, MD PhD",Radiology,9425 Lexington Ave,Suite 886,Bronx,NY,11201,(718) 570-8932,9425 Lexington Ave,Suite 886,Bronx,NY,11201,060NY342106,NY,2025-07-22,Unknown,True,29,UCLA David Geffen School of Medicine,Cleveland Clinic,2024-11-15,216814965X
PR_00381,6829732706,Fatima,Sharma,DO,"Fatima Sharma, DO",Gastroenterology,6679 Pico Blvd,Suite 393,San Francisco,CA,95001,(646) 323-7858,6679 Pico Blvd,Suite 393,San Francisco,CA,95001,A25461,CA,2023-06-16,No,False,7,Johns Hopkins School of Medicine,Massachusetts General Hospital,2025-01-25,203212026X
PR_00382,5599910158,Ahmed,Hernandez,MD,"Ahmed Hernandez, MD",Cardiology,8673 Second Ave,Suite 813,Yonkers,NY,11201,(310) 618-8368,8673 Second Ave,Suite 813,Yonkers,NY,11201,060NY846568,NY,2024-08-23,Unknown,False,19,UCSF School of Medicine,Mayo Clinic,2025-06-01,297134371X
PR_00383,3475098898,Carlos,Zhang,MD,"Carlos Zhang, MD",Cardiology,128 Amsterdam Ave,,Rochester,NY,11203,(323) 636-5673,128 Amsterdam Ave,,Rochester,NY,11203,060NY633376,NY,2024-07-26,No,False,21,Johns Hopkins School of Medicine,Mayo Clinic,2025-08-12,298599798X
PR_00384,1342138821,Mohammed,Wilson,DO PhD,"Mohammed Wilson, DO PhD",Urology,9424 Amsterdam Ave,,Rochester,NY,10002,(212) 812-1651,4717 Lexington Ave,Suite 273,Syracuse,NY,11203,060NY402491,NY,2024-06-15,Unknown,True,1,UCSF School of Medicine,Massachusetts General Hospital,2025-02-25,227265115X
PR_00385,7412415134,Charles,Wang,DO PhD,"Charles Wang, DO PhD",Gastroenterology,8535 Sunset Blvd,,Santa Ana,CA,90005,(818) 276-6359,8535 Sunset Blvd,,Santa Ana,CA,90005,A25720,CA,2025-06-29,Yes,False,18,UCSF School of Medicine,Johns Hopkins Hospital,2024-09-06,292333418X
PR_00386,2963347278,Mary,Williams,DO PhD,"Mary Williams, DO PhD",Psychiatry,8541 Third Ave,,BRONX,NY,14201,(646) 951-9138,8541 Third Ave,,Bronx,NY,14201,060NY137367,NY,2023-01-17,No,True,13,Stanford University School of Medicine,Cleveland Clinic,2025-09-01,258293280X
PR_00387,8243477690,David,Shah,DO,"David Shah, DO",Nephrology,636 Rodeo Dr,,Fresno,CA,95001,(929) 756-8880,636 Rodeo Dr,,Fresno,CA,95001,A93586,CA,2024-12-15,No,True,15,Stanford University School of Medicine,NewYork-Presbyterian Hospital,2025-01-31,260018532X
PR_00388,9630448363,Mary,Thomas,DO PhD,"Mary Thomas, DO PhD",Nephrology,7615 Third Ave,,Brooklyn,NY,11201,(212) 775-6295,7615 Third Ave,,Brooklyn,NY,11201,060NY911264,NY,2025-09-17,No,False,27,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2025-01-28,253509858X
PR_00389,9952980061,Thomas,Brown,MD PhD,"Thomas Brown, MD PhD",Cardiology,3588 Third Ave,,New York,NY,10005,(718) 999-6460,3588 Third Ave,,New York,NY,10005,060NY274624,NY,2024-02-27,No,True,4,Yale School of Medicine,Cleveland Clinic,2025-03-01,271869924X
PR_00390,0818670246,Christopher,Hernandez,DO PhD,"Christopher Hernandez, DO PhD",Internal Medicine,3758 Melrose Ave,,San Francisco,CA,91001,(347) 224-4768,3758 Melrose Ave,,San Francisco,CA,91001,A42598,CA,2023-01-28,Unknown,True,3,Columbia University Vagelos College of Physicians and Surgeons,Johns Hopkins Hospital,2025-02-21,287949650X
PR_00391,6394568041,Jennifer,Rodriguez,MD PhD,"Jennifer Rodriguez, MD PhD",Urology,1254 Wilshire Blvd,Suite 950,Oakland,CA,90001,(347) 669-4320,1254 Wilshire Blvd,Suite 950,Oakland,CA,90001,A29902,CA,2023-07-15,Yes,False,37,UCSF School of Medicine,UCSF Medical Center,2025-04-06,257651154X
PR_00392,8173906379,David,Anderson,DO PhD,"David Anderson, DO PhD",Pathology,7920 Lexington Ave,Suite 117,Albany,NY,14201,(929) 688-2785,7920 Lexington Ave,Suite 117,Albany,NY,14201,060NY862899,NY,2025-03-17,Unknown,False,22,Johns Hopkins School of Medicine,Johns Hopkins Hospital,2025-07-16,275280767X
PR_00393,7464520592,William,Wilson,DO PhD,"William Wilson, DO PhD",Internal Medicine,1375 Madison Ave,,Yonkers,NY,142**,4246161091,1375 Madison Ave,,Yonkers,NY,14202,060NY980436,NY,2024-04-21,No,True,36,UCSF School of Medicine,Mount Sinai Hospital,2025-03-26,287511116X
PR_00394,1067287280,Joseph,Lee,DO PhD,"Joseph Lee, DO PhD",Pulmonology,8429 Ventura Blvd,,San Diego,CA,90002,(213) 608-1151,2086 Main St,,San Francisco,CA,94001,A31783,CA,2024-02-09,No,True,28,Columbia University Vagelos College of Physicians and Surgeons,NewYork-Presbyterian Hospital,2024-12-09,243269935X
PR_00395,7352287057,Karen,White,DO,"Karen White, DO",Nephrology,8573 Columbus Ave,,Bronx,NY,14202,(213) 383-3463,8573 Columbus Ave,,Bronx,NY,14202,060NY733882,NY,2024-05-29,No,True,1,Columbia University Vagelos College of Physicians and Surgeons,Cleveland Clinic,2025-05-23,293153166X
PR_00396,3446945965,James,Sharma,DO PhD,"James Sharma, DO PhD",Family Medicine,1002 Amsterdam Ave,Suite 458,Syracuse,NY,14202,(347) 774-9864,1002 Amsterdam Ave,Suite 458,Syracuse,NY,14202,060NY337009,NY,2024-12-07,Unknown,True,5,University of Michigan Medical School,Mayo Clinic,2025-07-12,298067267X
PR_00397,7320331924,Christopher,Moore,DO,"Christopher Moore, DO",Urology,1677 Madison Ave,,Albany,NY,14202,646- 368-8790,1677 Madison Ave,,Albany,NY,14202,060NY703618,NY,2024-07-21,Yes,False,5,Harvard Medical School,Mayo Clinic,2024-12-15,259014061X
PR_00398,8581932424,Linda,Patel,MD PhD,"Linda Patel, MD PhD",Anesthesiology,1922 Park Ave,,Albany,NY,11202,(213) 773-8235,1922 Park Ave,,Albany,NY,11202,060NY597526,NY,2024-12-28,No,False,8,Yale School of Medicine,UCSF Medical Center,2024-10-04,246731994X
PR_00399,2037583096,William,Johnson,MD PhD,"William Johnson, MD PhD",Pathology,5669 Rodeo Dr,,San Jose,CA,95001,(347) 536-2541,5669 Rodeo Dr,,San Jose,CA,95001,A35032,CA,2025-02-22,No,False,33,Harvard Medical School,NewYork-Presbyterian Hospital,2025-08-16,286868145X
PR_00400,2781050921,Thomas,Patel,DO PhD,"Thomas Patel, DO PhD",Nephrology,4146 Lexington Ave,,New York,NY,142**,(818) 953-3898,4146 Lexington Ave,,New York,NY,14202,060NY593679,NY,2025-07-19,Yes,True,27,Stanford University School of Medicine,Massachusetts General Hospital,2025-01-18,285560869X
PR_00401,9580660138,Ahmed,Brown,MD PhD,"Ahmed Brown, MD PhD",Orthopedic Surgery,8915 Lexington Ave,,Bronx,NY,14202,323- 351-5368,8915 Lexington Ave,,Bronx,NY,14202,060NY804633,NY,2024-10-10,Yes,True,29,Harvard Medical School,NewYork-Presbyterian Hospital,2024-10-26,226666834X
PR_00402,7111212592,Ahmed,Kumar,DO PhD,"Ahmed Kumar, DO PhD",Otolaryngology,53 Lexington Ave,,Buffalo,NY,14201,(626) 220-3774,53 Lexington Ave,,Buffalo,NY,14201,060NY695772,NY,2023-06-26,Yes,True,24,UCSF School of Medicine,Johns Hopkins Hospital,2025-04-29,241309843X
PR_00403,3244741755,Wei,Gonzalez,DO,"Wei Gonzalez, DO",Emergency Medicine,6215 Central Park West,Suite 678,Buffalo,NY,10003,(424) 572-6715,6215 Central Park West,Suite 678,Buffalo,NY,10003,060NY336936,NY,2024-01-21,Unknown,False,11,Harvard Medical School,UCSF Medical Center,2025-06-15,272202263X
PR_00404,3437401827,Sarah,Wilson,DO PhD,"Sarah Wilson, DO PhD",Endocrinology,4730 Park Ave,,Rochester,NY,14201,(310) 343-8655,4730 Park Ave,,Rochester,NY,14201,060NY382014,NY,2023-07-05,Unknown,False,24,University of Michigan Medical School,UCSF Medical Center,2024-09-30,278972473X
PR_00405,4278207973,Mohammed,Williams,MD PhD,"Mohammed Williams, MD PhD",Pathology,5880 Main St,,San Francisco,CA,92001,(424) 789-8126,5880 Main St,,San Francisco,CA,92001,A23134,CA,2024-01-19,Unknown,False,31,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-02-23,280657059X
PR_00406,0282498398,Mary,Patel,DO PhD,"Mary Patel, DO PhD",Neurology,3839 York Ave,,Brooklyn,NY,11202,(646) 333-6458,3839 York Ave,,Brooklyn,NY,11202,060NY705540,NY,2025-03-31,Yes,True,20,Johns Hopkins School of Medicine,UCLA Medical Center,2025-01-11,253149397X
PR_00407,2850725171,William,Robinson,MD,"William Robinson, MD",Psychiatry,3284 Sunset Blvd,Suite 341,Fresno,CA,900**,(323) 903-7456,3284 Sunset Blvd,Suite 341,Fresno,CA,90005,A67219,CA,2023-07-04,Unknown,True,31,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2024-09-06,232580280X
PR_00408,1579039230,Carlos,Miller,DO PhD,"Carlos Miller, DO PhD",Ophthalmology,2188 Second Ave,,Rochester,NY,10005,(929) 570-6568,2188 Second Ave,,Rochester,NY,10005,060NY545217,NY,2025-03-17,Unknown,True,40,University of Michigan Medical School,UCSF Medical Center,2025-07-25,286647914X
PR_00409,4670462267,Joseph,Rodriguez,DO PhD,"Joseph Rodriguez, DO PhD",Anesthesiology,3461 Lexington Ave,,Yonkers,NY,10002,6267292743,3461 Lexington Ave,,Yonkers,NY,10002,060NY546390,NY,2023-11-05,No,True,23,Stanford University School of Medicine,UCSF Medical Center,2025-08-27,221593455X
PR_00410,7857585125,Mary,Rodriguez,DO PhD,"Mary Rodriguez, DO PhD",Urology,190 Santa Monica Blvd,,Oakland,CA,92001,(213) 744-7282,190 Santa Monica Blvd,,Oakland,CA,92001,A43901,CA,2023-08-26,Unknown,True,10,Harvard Medical School,UCLA Medical Center,2024-09-05,279208997X
PR_00411,6540842458,Thomas,Gonzalez,DO PhD,"Thomas Gonzalez, DO PhD",Emergency Medicine,7615 Lexington Ave,,New York,NY,10002,(213) 217-8319,7615 Lexington Ave,,New York,NY,10002,060NY152505,NY,2025-01-26,No,False,3,University of Michigan Medical School,Johns Hopkins Hospital,2025-03-04,298234534X
PR_00412,7938970153,Michael,Sharma,DO PhD,"Michael Sharma, DO PhD",Pathology,1378 York Ave,,Brooklyn,NY,10003,(929) 239-3404,1378 York Ave,,Brooklyn,NY,10003,060NY552041,NY,2024-07-16,Unknown,True,25,Yale School of Medicine,Johns Hopkins Hospital,2025-03-14,285461939X
PR_00413,4498830598,Maria,Martin,DO PhD,"Maria Martin, DO PhD",Otolaryngology,3014 Central Park West,,Buffalo,NY,10002,(310) 420-8158,3014 Central Park West,,Buffalo,NY,10002,060NY222080,NY,2024-01-28,No,True,18,Yale School of Medicine,Massachusetts General Hospital,2024-10-28,253508666X
PR_00414,3305319499,Fatima,Lopez,MD PhD,"Fatima Lopez, MD PhD",Cardiology,6672 Park Ave,,NEW YORK,NY,11202,(310) 802-7893,6672 Park Ave,,New York,NY,11202,060NY584904,NY,2024-10-13,Unknown,False,35,UCLA David Geffen School of Medicine,Mount Sinai Hospital,2024-11-21,201686744X
PR_00415,8513854458,Mary,Perez,MD PhD,"Mary Perez, MD PhD",Nephrology,7281 Madison Ave,Suite 814,Syracuse,NY,11203,(310) 890-8657,6391 Lexington Ave,,Yonkers,NY,10001,060NY699065,NY,2023-06-10,Yes,True,40,University of Michigan Medical School,Mayo Clinic,2024-10-18,247194493X
PR_00416,6331942264,Sarah,Ramirez,DO PhD,"Sarah Ramirez, DO PhD",Cardiology,384 Melrose Ave,,Santa Ana,CA,90004,(323) 618-6767,384 Melrose Ave,,Santa Ana,CA,90004,A59601,CA,2023-09-10,Yes,False,39,Columbia University Vagelos College of Physicians and Surgeons,UCLA Medical Center,2025-03-01,284594167X
PR_00417,0857216968,James,Lee,DO PhD,"James Lee, DO PhD",Anesthesiology,6619 First Ave,,Syracuse,NY,10005,2136204094,6619 First Ave,,Syracuse,NY,10005,060NY286255,NY,2025-03-30,Unknown,True,40,University of Pennsylvania Perelman School of Medicine,Mayo Clinic,2024-10-25,283204293X
PR_00418,9688327535,Susan,Garcia,DO PhD,"Susan Garcia, DO PhD",Family Medicine,5326 Pico Blvd,,San Jose,CA,90003,(646) 683-4273,5326 Pico Blvd,,San Jose,CA,90003,A21923,CA,2025-01-28,No,True,19,Stanford University School of Medicine,Massachusetts General Hospital,2025-05-20,277524461X
PR_00419,6876164811,Elizabeth,Robinson,DO,"Elizabeth Robinson, DO",Internal Medicine,7269 Hollywood Blvd,,San Francisco,CA,93001,(818) 995-9751,9897 Beverly Dr,,San Francisco,CA,90004,A19154,CA,2023-01-15,Unknown,True,29,UCSF School of Medicine,Massachusetts General Hospital,2025-04-06,253471904X
PR_00420,3734151776,Wei,Williams,MD PhD,"Wei Williams, MD PhD",Dermatology,8382 Columbus Ave,,Syracuse,NY,11202,(917) 975-5259,4301 Amsterdam Ave,,Brooklyn,NY,10003,060NY788428,NY,2024-11-26,No,False,29,NYU Grossman School of Medicine,Mount Sinai Hospital,2024-09-09,234617672X
PR_00421,9477422298,Sarah,Moore,MD,"Sarah Moore, MD",Gastroenterology,2426 Ventura Blvd,Suite 479,FRESNO,CA,90001,347- 593-5215,2426 Ventura Blvd,Suite 479,Fresno,CA,90001,A48170,CA,2024-09-20,Unknown,True,2,University of Pennsylvania Perelman School of Medicine,NewYork-Presbyterian Hospital,2025-06-19,278414664X
